"Sales_ID","Game_ID","Platform_ID","Release_Date_ID","Update_Date_ID","Publisher_ID","Region_ID","Units_Sold","Global_Sales"
248,3034,19,39,1,349,3,0.05,0.060000000000000005
249,3077,19,36,1,104,3,0.1,0.6900000000000001
250,3078,19,37,1,104,3,0.07,0.7700000000000001
251,3079,19,38,1,311,3,0.04,0.62
252,3092,19,35,1,150,3,0.83,6.3100000000000005
253,3093,19,36,1,150,3,1.15,8.22
254,3094,19,37,1,157,3,1.26,10.94
255,3095,19,38,1,150,3,1.27,11.790000000000001
256,3110,19,34,1,150,3,0.62,3.4300000000000006
257,3144,19,36,1,268,3,0.06,0.13
258,3150,19,36,1,326,3,0,0
259,3154,19,36,1,75,3,2.91,8.49
260,3217,19,35,1,606,3,1.18,4.0600000000000005
261,3218,19,39,1,606,3,1.44,3.94
262,3223,19,37,1,606,3,0.63,2.72
263,3224,19,37,1,606,3,0.63,2.72
264,3231,19,37,1,605,3,0,0.01
265,3233,19,37,1,182,3,0.19,0.85
266,3238,19,36,1,311,3,0.13,0.42
267,3240,19,38,1,523,3,0,0.48
268,3264,19,37,1,432,3,0.12,0.27
269,3311,19,41,1,533,3,0,0
270,3337,19,36,1,533,3,0.4,1.04
271,3344,19,40,1,533,3,0,0
272,3351,19,36,1,533,3,0.34,0.91
273,3363,19,38,1,533,3,0.37,1.09
274,3366,19,38,1,533,3,0.07,0.11000000000000001
275,3367,19,35,1,533,3,0.35,0.7799999999999999
276,3368,19,35,1,533,3,0.35,0.7799999999999999
277,3369,19,36,1,533,3,0,0.16999999999999998
278,3370,19,36,1,533,3,0,0.16999999999999998
279,3371,19,38,1,533,3,0.05,0.16999999999999998
280,3372,19,37,1,533,3,1.81,5.069999999999999
281,3420,19,38,1,78,3,0.01,0.01
282,3451,19,38,1,606,3,0.73,1.7400000000000002
283,3469,19,38,1,220,3,0.42,0.89
284,3472,19,38,1,533,3,0,0.07
285,3516,19,38,1,238,3,0.29,0.49000000000000005
286,3575,19,36,1,529,3,0,0
287,3631,19,36,1,432,3,0,0.01
288,3678,19,36,1,578,3,0.05,0.060000000000000005
289,3730,19,38,1,111,3,0,0.02
290,3737,19,37,1,27,3,0.02,0.03
291,3742,19,36,1,611,3,0,0
292,3760,19,37,1,27,3,0.07,0.09000000000000001
293,3771,19,37,1,432,3,0,0
294,3817,19,36,1,394,3,0,0.12
295,3818,19,37,1,394,3,0,0.02
296,3819,19,36,1,394,3,0,0.04
297,3820,19,37,1,394,3,0,0.02
298,3821,19,37,1,394,3,0,0.02
299,3822,19,37,1,394,3,0,0.03
300,3823,19,36,1,394,3,0,0.09
301,3825,19,37,1,300,3,0,0
302,3826,19,38,1,393,3,0.03,0.06999999999999999
303,3828,19,39,1,523,3,2.83,6.15
304,3831,19,36,1,520,3,0.4,0.9
305,3839,19,35,1,394,3,0,0
306,3840,19,35,1,394,3,0.11,0.2
307,3872,19,38,1,349,3,0.05,0.13
308,3902,19,41,1,520,3,0,0
309,3904,19,38,1,523,3,0.63,3.76
310,3905,19,36,1,303,3,0,0.09
311,3906,19,36,1,393,3,0.08,0.13999999999999999
312,3917,19,35,1,493,3,6.06,19.39
313,3932,19,38,1,523,3,0.13,0.35
314,3933,19,36,1,520,3,0.02,0.15
315,3934,19,36,1,520,3,0.02,0.15
316,3990,19,37,1,432,3,0.06,0.14
317,3991,19,38,1,432,3,0.04,0.09
318,3992,19,35,1,45,3,0.11,0.16999999999999998
319,4005,19,36,1,27,3,0.52,1.21
320,4006,19,36,1,27,3,0.52,1.21
321,4043,19,37,1,394,3,0,0.11
322,4048,19,38,1,394,3,0.08,0.28
323,4073,19,38,1,411,3,0,0.01
324,4135,19,36,1,78,3,0,0.060000000000000005
325,4210,19,38,1,214,3,0.06,0.06999999999999999
326,4211,19,36,1,606,3,0,0
327,4212,19,37,1,606,3,0.07,0.09000000000000001
328,4223,19,37,1,507,3,0.08,0.13999999999999999
329,4224,19,37,1,507,3,0.08,0.13999999999999999
330,4256,19,39,1,11,3,0.03,0.05
331,4258,19,36,1,520,3,0,0
332,4276,19,37,1,523,3,0,0.04
333,4298,19,38,1,523,3,0.08,0.59
334,4357,19,38,1,533,3,0.24,0.7699999999999999
335,4367,19,39,1,507,3,0.09,0.35
336,4377,19,37,1,136,3,0.11,0.51
337,4390,19,38,1,523,3,2.2,5.830000000000001
338,4443,19,36,1,611,3,0,0
339,4450,19,38,1,78,3,0.06,0.06999999999999999
340,4452,19,37,1,523,3,0,0
341,4460,19,38,1,26,3,0,0.01
342,4468,19,36,1,268,3,0,0.04
343,4502,19,38,1,11,3,0.04,0.05
344,4516,19,37,1,533,3,0,0
345,4570,19,35,1,520,3,1.35,3.0100000000000002
346,4571,19,35,1,520,3,1.35,3.0100000000000002
347,4588,19,38,1,605,3,0,0
348,4593,19,35,1,520,3,0,0.03
349,4603,19,38,1,633,3,0.88,1.71
350,4604,19,34,1,633,3,0.46,0.9800000000000001
351,4645,19,39,1,611,3,0,0
352,4664,19,38,1,411,3,0,0
353,4669,19,36,1,394,3,0.11,0.3
354,4806,19,37,1,314,3,0,0.24
355,4887,19,36,1,394,3,0,0.04
356,4888,19,38,1,523,3,0.1,0.12000000000000001
357,4939,19,36,1,533,3,0.53,1.9900000000000002
358,4940,19,36,1,533,3,0.53,1.9900000000000002
359,4943,19,34,1,606,3,0.21,0.47000000000000003
360,4944,19,34,1,606,3,0.21,0.47000000000000003
361,4945,19,35,1,606,3,0.21,0.41
362,4946,19,35,1,606,3,0.21,0.41
363,4947,19,36,1,606,3,0.19,0.39
364,4948,19,36,1,606,3,0.19,0.39
365,4949,19,37,1,606,3,0.08,0.24000000000000002
366,4950,19,37,1,606,3,0.08,0.24000000000000002
367,4951,19,38,1,606,3,0.1,0.3
368,4966,19,37,1,606,3,0.03,0.04
369,5009,19,37,1,394,3,0,0.07
370,5153,19,37,1,611,3,0,0
371,5155,19,37,1,597,3,0.19,0.27
372,5162,19,34,1,520,3,0.89,3.0200000000000005
373,5195,19,37,1,27,3,0.05,0.060000000000000005
374,5196,19,39,1,136,3,0.18,0.55
375,5198,19,38,1,533,3,0.75,1.75
376,5201,19,38,1,533,3,0.57,1.19
377,5202,19,38,1,533,3,0,0
378,5204,19,40,1,533,3,0,0
379,5210,19,35,1,611,3,0,0
380,5263,19,34,1,520,3,0.45,1.8699999999999999
381,5264,19,38,1,523,3,0.14,0.47000000000000003
382,5276,19,38,1,523,3,0.05,0.61
383,5283,19,37,1,648,3,0,0.03
384,5302,19,38,1,12,3,0,0.01
385,5304,19,38,1,12,3,0,0.02
386,5326,19,36,1,326,3,0,0
387,5352,19,38,1,493,3,0.18,0.6
388,5362,19,38,1,633,3,0.17,0.76
389,5363,19,36,1,633,3,0.48,1.18
390,5365,19,37,1,633,3,0.07,0.88
391,5372,19,36,1,633,3,0.41,1.18
392,5376,19,38,1,633,3,0.33,1.1099999999999999
393,5377,19,37,1,633,3,0.31,1.01
394,5389,19,35,1,633,3,0.14,0.63
395,5390,19,35,1,633,3,0.14,0.63
396,5392,19,38,1,633,3,0.21,1.14
397,5408,19,35,1,533,3,0,0.08
398,5419,19,38,1,182,3,0,0.06999999999999999
399,5434,19,36,1,416,3,0.03,0.06999999999999999
400,5435,19,36,1,416,3,0,0.06999999999999999
401,5447,19,35,1,633,3,0.37,0.9500000000000001
402,5448,19,34,1,633,3,0.59,1.9
403,5449,19,37,1,633,3,0.3,1.3
404,5450,19,37,1,633,3,0.3,1.3
405,5457,19,38,1,239,3,0,0.02
406,5471,19,36,1,477,3,0.08,0.1
407,5472,19,36,1,477,3,0.08,0.1
408,5479,19,37,1,533,3,0.11,0.37
409,5487,19,35,1,239,3,0,0
410,5510,19,38,1,394,3,0.18,0.38
411,5514,19,35,1,520,3,0.78,2.06
412,5532,19,37,1,349,3,0.05,0.08
413,5534,19,38,1,559,3,0.01,0.01
414,5537,19,38,1,523,3,0,0.01
415,5560,19,35,1,533,3,0.2,0.55
416,5572,19,38,1,533,3,0,0.02
417,5606,19,37,1,490,3,0.03,0.04
418,5637,19,35,1,136,3,0.22,0.68
419,5647,19,35,1,520,3,0.59,0.73
420,5649,19,36,1,520,3,0.75,1.02
421,5650,19,37,1,520,3,0.78,0.96
422,5651,19,37,1,520,3,0.78,0.96
423,5671,19,38,1,523,3,0.94,1.16
424,5672,19,39,1,523,3,0.86,1.06
425,5689,19,38,1,559,3,0.05,0.060000000000000005
426,5692,19,36,1,416,3,0,0.060000000000000005
427,5697,19,37,1,373,3,0.05,0.13
428,5698,19,38,1,371,3,0.06,0.17
429,5716,19,36,1,633,3,0.38,1.21
430,5732,19,35,1,150,3,1.58,2.24
431,5733,19,36,1,150,3,2.39,3.31
432,5734,19,37,1,150,3,2.3,3.27
433,5735,19,38,1,150,3,1.73,2.62
434,5742,19,34,1,150,3,0.64,0.9600000000000001
435,5750,19,37,1,6,3,0.72,2.8699999999999997
436,5751,19,37,1,6,3,0.72,2.8699999999999997
437,5902,19,37,1,349,3,0.05,0.060000000000000005
438,5909,19,37,1,406,3,0.03,0.04
439,5921,19,38,1,98,3,0.36,0.7000000000000001
440,5922,19,38,1,633,3,0.06,0.12000000000000001
441,5938,19,38,1,157,3,0.58,1.5
442,6038,19,37,1,98,3,0.09,0.11
443,6039,19,38,1,98,3,0.06,0.09
444,6073,19,38,1,111,3,0.01,0.04
445,6130,19,37,1,314,3,0.13,0.28
446,6131,19,36,1,314,3,0.97,3.04
447,6134,19,35,1,314,3,0.36,1.2
448,6145,19,39,1,314,3,0.08,0.22
449,6162,19,40,1,136,3,0,0
450,6191,19,38,1,104,3,0.03,0.22
451,6197,19,35,1,633,3,1.03,3.1899999999999995
452,6198,19,38,1,633,3,0.82,2.05
453,6222,19,37,1,136,3,0.09,0.11
454,6240,19,35,1,520,3,1.89,6.329999999999999
455,6242,19,36,1,380,3,0.31,0.87
456,6243,19,38,1,578,3,0.09,0.11
457,6266,19,37,1,157,3,0.13,0.41
458,6345,19,35,1,418,3,0,0
459,6356,19,39,1,373,3,0.08,0.11
460,6378,19,37,1,98,3,0,0.02
461,6383,19,39,1,98,3,1.03,4.68
462,6385,19,37,1,211,3,0.04,0.05
463,6421,19,38,1,611,3,0,0
464,6430,19,36,1,633,3,1.94,3.4899999999999998
465,6452,19,37,1,432,3,0.01,0.01
466,6464,19,35,1,373,3,0.05,0.19
467,6465,19,36,1,373,3,0,0.19
468,6466,19,38,1,311,3,0.04,0.13
469,6493,19,37,1,567,3,0,0
470,6525,19,35,1,533,3,0.09,0.33
471,6526,19,35,1,533,3,0.09,0.33
472,6537,19,38,1,576,3,0.03,0.09999999999999999
473,6640,19,38,1,11,3,0.11,0.13
474,6642,19,37,1,148,3,0.12,0.15
475,6663,19,34,1,7,3,0.91,1.54
476,6664,19,35,1,7,3,1.49,2.4899999999999998
477,6665,19,36,1,7,3,2.56,3.98
478,6666,19,37,1,7,3,2.28,3.5299999999999994
479,6667,19,38,1,7,3,2.13,3.3299999999999996
480,6702,19,34,1,150,3,0.17,0.27
481,6703,19,35,1,157,3,0.16,0.24000000000000002
482,6704,19,36,1,150,3,0.13,0.22
483,6705,19,38,1,150,3,0.2,0.25
484,6826,19,35,1,150,3,0.32,0.62
485,6827,19,36,1,150,3,0.38,0.66
486,6828,19,37,1,150,3,0.32,0.52
487,6829,19,38,1,150,3,0.31,0.57
488,6919,19,38,1,394,3,0,0.03
489,6940,19,37,1,394,3,0.71,1.5399999999999998
490,6943,19,38,1,394,3,0.07,0.16
491,6947,19,39,1,71,3,0.19,0.29
492,6981,19,36,1,124,3,0,0.02
493,6984,19,35,1,393,3,0.05,0.1
494,6996,19,36,1,157,3,0.59,2.72
495,7000,19,34,1,157,3,0.75,2.17
496,7009,19,38,1,157,3,0.62,2.1799999999999997
497,7047,19,38,1,393,3,0.09,0.24000000000000002
498,7048,19,38,1,12,3,0,0.01
499,7068,19,39,1,394,3,0.33,0.89
500,7070,19,38,1,576,3,0.34,1.04
501,7093,19,38,1,533,3,0.56,1.71
502,7103,19,36,1,576,3,0.04,0.1
503,7104,19,38,1,576,3,0.04,0.09
504,7143,19,36,1,342,3,0.01,0.05
505,7146,19,38,1,523,3,0,0.02
506,7147,19,37,1,253,3,0.89,2.27
507,7148,19,37,1,253,3,0.89,2.27
508,7165,19,35,1,576,3,0,0.06
509,7171,19,35,1,576,3,0.04,0.05
510,7175,19,37,1,576,3,0.03,0.09999999999999999
511,7176,19,37,1,576,3,0.03,0.09999999999999999
512,7206,19,38,1,12,3,0,0.01
513,7217,19,37,1,393,3,0.14,0.34
514,7229,19,38,1,98,3,0.16,0.37000000000000005
515,7232,19,37,1,432,3,0,0
516,7233,19,37,1,69,3,0.02,0.03
517,7239,19,38,1,124,3,0,0.02
518,7240,19,35,1,111,3,0,0.02
519,7246,19,37,1,394,3,0.21,0.6499999999999999
520,7254,19,36,1,394,3,0.11,0.5
521,7258,19,38,1,394,3,0,0.01
522,7261,19,35,1,393,3,0.16,0.27999999999999997
523,7330,19,38,1,349,3,0.05,0.060000000000000005
524,7333,19,38,1,633,3,0.09,0.22
525,7345,19,37,1,518,3,0.04,0.05
526,7349,19,36,1,104,3,0,0
527,7352,19,37,1,84,3,1.84,4.54
528,7378,19,38,1,523,3,0,0.02
529,7383,19,38,1,394,3,0.08,0.1
530,7442,19,37,1,523,3,0.07,0.09000000000000001
531,7459,19,38,1,523,3,0,0.02
532,7460,19,36,1,264,3,0,0
533,7472,19,36,1,11,3,0.12,0.31
534,7502,19,37,1,136,3,0.62,1.64
535,7554,19,38,1,507,3,0,0.05
536,7574,19,38,1,517,3,0.01,0.01
537,7601,19,38,1,442,3,0.11,0.16
538,7610,19,34,1,178,3,0,0
539,7649,19,35,1,157,3,0.24,0.66
540,7652,19,37,1,157,3,0.22,0.63
541,7657,19,37,1,523,3,0.36,2.17
542,7773,19,38,1,11,3,0.02,0.11
543,7830,19,38,1,75,3,0.25,1.05
544,7837,19,41,1,611,3,0,0
545,7865,19,37,1,288,3,0.02,0.05
546,7866,19,37,1,288,3,0.02,0.05
547,7872,19,37,1,182,3,0,0.13999999999999999
548,7881,19,35,1,314,3,0.09,0.76
549,7882,19,36,1,314,3,0.14,0.81
550,7883,19,37,1,314,3,0.08,0.7599999999999999
551,7884,19,38,1,314,3,0.12,0.7599999999999999
552,7916,19,36,1,394,3,0,0.02
553,7918,19,36,1,394,3,0,0
554,7927,19,36,1,71,3,0.29,1.28
555,7928,19,38,1,394,3,0.1,0.5499999999999999
556,7937,19,37,1,533,3,0,0.07
557,7946,19,37,1,27,3,0.14,0.17
558,7954,19,37,1,393,3,0.1,0.15000000000000002
559,7955,19,37,1,393,3,0.1,0.15000000000000002
560,7956,19,38,1,523,3,0,0
561,7957,19,38,1,523,3,0,0
562,7964,19,36,1,12,3,0.03,0.04
563,7972,19,39,1,573,3,0.02,0.04
564,7975,19,35,1,595,3,0,0
565,7980,19,34,1,551,3,0.06,0.16
566,7989,19,35,1,507,3,0.05,0.1
567,8019,19,36,1,520,3,0,0
568,8041,19,35,1,331,3,0,0
569,8042,19,36,1,331,3,0,0
570,8043,19,37,1,331,3,0.04,0.05
571,8044,19,38,1,331,3,0.03,0.04
572,8053,19,37,1,523,3,0.11,0.22999999999999998
573,8063,19,35,1,606,3,0,0.01
574,8074,19,38,1,569,3,0,0
575,8083,19,38,1,11,3,0.04,0.05
576,8086,19,38,1,604,3,0.02,0.03
577,8114,19,38,1,211,3,0.06,0.08
578,8129,19,37,1,523,3,0.97,2.39
579,8147,19,36,1,591,3,0,0.01
580,8166,19,35,1,606,3,0.22,1.5
581,8175,19,38,1,12,3,0,0.01
582,8189,19,38,1,517,3,0.04,0.05
583,8206,19,36,1,144,3,0,0
584,8218,19,39,1,493,3,5.26,13.94
585,8231,19,38,1,11,3,0.02,0.02
586,8255,19,38,1,167,3,0,0
587,8256,19,37,1,240,3,0,0.02
588,8257,19,37,1,240,3,0,0.02
589,8267,19,37,1,98,3,0.07,0.1
590,8268,19,37,1,98,3,0.07,0.1
591,8269,19,37,1,98,3,0,0
592,8270,19,37,1,98,3,0.05,0.07
593,8271,19,37,1,98,3,0.1,0.17
594,8278,19,38,1,98,3,0.88,3.31
595,8279,19,37,1,98,3,0.07,0.37
596,8280,19,37,1,98,3,0.07,0.37
597,8285,19,38,1,98,3,0.06,0.18
598,8286,19,36,1,98,3,0.14,0.5700000000000001
